"uuid","match_id","puuid","win_label","champion_name","team_position","side","patch","team_first_blood","enemy_first_blood","first_blood_advantage","team_first_dragon","enemy_first_dragon","first_dragon_advantage","team_first_grub","enemy_first_grub","first_grub_advantage","team_first_herald","enemy_first_herald","first_herald_advantage","team_first_tower","enemy_first_tower","first_tower_advantage"
"NA1_5551315360_iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ","NA1_5551315360","iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ",1,"Karma","UTILITY","blue","16.9.772.1032",0,1,-1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5550744761_iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ","NA1_5550744761","iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ",1,"Alistar","UTILITY","blue","16.9.771.8383",0,1,-1,1,0,1,0,1,-1,0,1,-1,0,1,-1
"NA1_5550716653_iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ","NA1_5550716653","iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ",1,"Nautilus","UTILITY","blue","16.9.771.8383",0,1,-1,0,1,-1,1,0,1,1,0,1,1,0,1
"NA1_5550707090_iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ","NA1_5550707090","iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ",1,"Poppy","UTILITY","red","16.9.771.8383",1,0,1,1,0,1,0,1,-1,0,0,0,1,0,1
"NA1_5550415196_iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ","NA1_5550415196","iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ",1,"Bard","UTILITY","blue","16.9.771.8383",1,0,1,1,0,1,0,1,-1,0,1,-1,1,0,1
"NA1_5550191729_iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ","NA1_5550191729","iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ",1,"Thresh","UTILITY","blue","16.9.771.8383",0,1,-1,1,0,1,0,1,-1,1,0,1,0,1,-1
"NA1_5550159056_iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ","NA1_5550159056","iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ",1,"Poppy","UTILITY","red","16.9.771.8383",0,1,-1,1,0,1,0,1,-1,1,0,1,1,0,1
"NA1_5550126041_iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ","NA1_5550126041","iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ",0,"Seraphine","UTILITY","red","16.9.771.8383",1,0,1,0,1,-1,0,1,-1,0,1,-1,1,0,1
"NA1_5550101372_iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ","NA1_5550101372","iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ",1,"Nautilus","UTILITY","red","16.9.771.8383",1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5550079846_iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ","NA1_5550079846","iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ",1,"Blitzcrank","UTILITY","red","16.9.771.8383",1,0,1,0,1,-1,0,1,-1,1,0,1,1,0,1
"NA1_5550059371_iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ","NA1_5550059371","iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ",1,"Lulu","UTILITY","blue","16.9.771.8383",0,1,-1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5550034749_iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ","NA1_5550034749","iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ",1,"Neeko","UTILITY","red","16.9.771.8383",0,1,-1,0,1,-1,0,1,-1,1,0,1,1,0,1
"NA1_5548896264_iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ","NA1_5548896264","iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ",1,"Anivia","MIDDLE","blue","16.8.766.8562",1,0,1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5548856485_iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ","NA1_5548856485","iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ",1,"Bard","UTILITY","blue","16.8.766.8562",0,1,-1,0,1,-1,0,1,-1,1,0,1,0,1,-1
"NA1_5548833094_iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ","NA1_5548833094","iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ",0,"Lulu","UTILITY","blue","16.8.766.8562",1,0,1,0,1,-1,1,0,1,0,1,-1,0,1,-1
"NA1_5547900752_iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ","NA1_5547900752","iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ",0,"Aatrox","TOP","red","16.8.766.8562",0,1,-1,0,1,-1,1,0,1,0,1,-1,0,1,-1
"NA1_5547889934_iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ","NA1_5547889934","iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ",1,"LeeSin","JUNGLE","red","16.8.766.8562",1,0,1,1,0,1,0,1,-1,0,1,-1,1,0,1
"NA1_5547600252_iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ","NA1_5547600252","iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ",1,"Poppy","UTILITY","blue","16.8.766.8562",0,1,-1,1,0,1,1,0,1,1,0,1,0,1,-1
"NA1_5547577956_iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ","NA1_5547577956","iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ",0,"Rakan","UTILITY","blue","16.8.766.8562",1,0,1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5547549186_iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ","NA1_5547549186","iOO1BU4oEe7mCmruLtmcz9U8FWxqQy22t44ES9FqxoADYTI4MGrrwdT0yFAo6p8VJMRi5aOz7MjFCQ",0,"Bard","UTILITY","blue","16.8.766.8562",0,1,-1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5551067880_W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ","NA1_5551067880","W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ",1,"LeeSin","JUNGLE","red","16.9.772.1032",0,1,-1,1,0,1,0,1,-1,0,1,-1,1,0,1
"NA1_5551043206_W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ","NA1_5551043206","W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ",1,"JarvanIV","JUNGLE","red","16.9.772.1032",0,1,-1,1,0,1,0,1,-1,0,1,-1,0,1,-1
"NA1_5551013600_W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ","NA1_5551013600","W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ",1,"Nidalee","JUNGLE","red","16.9.772.1032",1,0,1,1,0,1,0,1,-1,1,0,1,1,0,1
"NA1_5550990557_W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ","NA1_5550990557","W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ",1,"Poppy","JUNGLE","red","16.9.772.1032",0,1,-1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5550972739_W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ","NA1_5550972739","W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ",1,"LeeSin","JUNGLE","blue","16.9.772.1032",1,0,1,1,0,1,0,1,-1,1,0,1,1,0,1
"NA1_5550943435_W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ","NA1_5550943435","W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ",0,"Jayce","TOP","blue","16.9.772.1032",1,0,1,1,0,1,1,0,1,0,1,-1,0,1,-1
"NA1_5550904416_W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ","NA1_5550904416","W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ",0,"Rumble","TOP","red","16.9.772.1032",1,0,1,0,1,-1,0,1,-1,0,0,0,0,1,-1
"NA1_5550884485_W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ","NA1_5550884485","W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ",1,"LeeSin","JUNGLE","red","16.9.772.1032",0,1,-1,1,0,1,0,1,-1,0,0,0,1,0,1
"NA1_5550419281_W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ","NA1_5550419281","W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ",1,"LeeSin","JUNGLE","blue","16.9.769.5709",1,0,1,1,0,1,1,0,1,0,1,-1,1,0,1
"NA1_5550393688_W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ","NA1_5550393688","W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ",1,"Annie","MIDDLE","blue","16.9.769.5709",0,1,-1,1,0,1,0,1,-1,1,0,1,0,1,-1
"NA1_5550362185_W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ","NA1_5550362185","W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ",1,"LeeSin","JUNGLE","blue","16.9.769.5709",1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5550325656_W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ","NA1_5550325656","W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ",1,"Jayce","TOP","blue","16.9.769.5709",1,0,1,0,1,-1,1,0,1,0,1,-1,1,0,1
"NA1_5550286663_W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ","NA1_5550286663","W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ",1,"Rumble","TOP","red","16.9.769.5709",1,0,1,0,1,-1,1,0,1,0,1,-1,0,1,-1
"NA1_5550255055_W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ","NA1_5550255055","W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ",1,"Vayne","TOP","red","16.9.769.5709",1,0,1,1,0,1,1,0,1,1,0,1,0,1,-1
"NA1_5550174492_W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ","NA1_5550174492","W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ",0,"Kennen","TOP","blue","16.9.769.5709",1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5550146545_W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ","NA1_5550146545","W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ",1,"Jayce","TOP","red","16.9.769.5709",1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5549982776_W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ","NA1_5549982776","W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ",0,"Kennen","TOP","red","16.9.769.5709",1,0,1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5548896264_W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ","NA1_5548896264","W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ",1,"Vayne","TOP","blue","16.8.766.8562",1,0,1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5548881973_W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ","NA1_5548881973","W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ",0,"Ambessa","JUNGLE","blue","16.8.766.8562",1,0,1,0,1,-1,1,0,1,0,0,0,0,1,-1
"NA1_5548847654_W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ","NA1_5548847654","W3XBGTMY9e0zT39c2DdrWk5-_cJ794N6XkjLvwl0VF0CTbhSiRQ4x6gsLEl2MdMt4OKLGvxSxTg1UQ",1,"LeeSin","JUNGLE","red","16.8.766.8562",1,0,1,1,0,1,0,1,-1,1,0,1,1,0,1
"NA1_5551381464_BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw","NA1_5551381464","BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw",1,"Lucian","BOTTOM","red","16.9.772.1032",0,1,-1,1,0,1,1,0,1,0,0,0,1,0,1
"NA1_5551309039_BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw","NA1_5551309039","BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw",1,"Sylas","MIDDLE","red","16.9.772.1032",0,1,-1,1,0,1,0,1,-1,1,0,1,1,0,1
"NA1_5551287529_BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw","NA1_5551287529","BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw",1,"Smolder","BOTTOM","red","16.9.772.1032",1,0,1,0,1,-1,0,1,-1,1,0,1,1,0,1
"NA1_5550915439_BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw","NA1_5550915439","BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw",0,"Ashe","BOTTOM","red","16.9.772.1032",1,0,1,1,0,1,0,1,-1,1,0,1,1,0,1
"NA1_5550883398_BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw","NA1_5550883398","BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw",0,"Brand","BOTTOM","red","16.9.772.1032",1,0,1,0,1,-1,0,1,-1,1,0,1,1,0,1
"NA1_5550808806_BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw","NA1_5550808806","BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw",1,"Brand","BOTTOM","red","16.9.772.1032",0,1,-1,1,0,1,1,0,1,1,0,1,0,1,-1
"NA1_5550769780_BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw","NA1_5550769780","BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw",1,"Brand","BOTTOM","red","16.9.772.1032",0,1,-1,0,1,-1,1,0,1,0,1,-1,0,1,-1
"NA1_5550645500_BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw","NA1_5550645500","BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw",1,"Brand","BOTTOM","red","16.9.771.8383",1,0,1,0,1,-1,1,0,1,1,0,1,1,0,1
"NA1_5550529124_BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw","NA1_5550529124","BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw",1,"Karthus","BOTTOM","blue","16.9.771.8383",0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5550265268_BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw","NA1_5550265268","BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw",1,"Lucian","BOTTOM","blue","16.9.771.8383",1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5550212477_BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw","NA1_5550212477","BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw",1,"Samira","BOTTOM","blue","16.9.771.8383",1,0,1,0,1,-1,1,0,1,0,1,-1,0,1,-1
"NA1_5550181682_BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw","NA1_5550181682","BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw",1,"Yunara","BOTTOM","blue","16.9.771.8383",1,0,1,0,1,-1,1,0,1,0,1,-1,0,1,-1
"NA1_5550164451_BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw","NA1_5550164451","BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw",1,"Samira","BOTTOM","red","16.9.771.8383",1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5550133620_BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw","NA1_5550133620","BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw",0,"Samira","BOTTOM","red","16.9.771.8383",0,1,-1,1,0,1,0,1,-1,0,1,-1,1,0,1
"NA1_5550103947_BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw","NA1_5550103947","BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw",1,"Caitlyn","BOTTOM","red","16.9.771.8383",1,0,1,1,0,1,0,1,-1,1,0,1,1,0,1
"NA1_5550022809_BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw","NA1_5550022809","BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw",0,"Varus","BOTTOM","red","16.9.769.5709",1,0,1,1,0,1,0,1,-1,0,1,-1,0,1,-1
"NA1_5550000188_BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw","NA1_5550000188","BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw",1,"Kaisa","BOTTOM","blue","16.9.769.5709",1,0,1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5549981204_BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw","NA1_5549981204","BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw",0,"Ezreal","BOTTOM","blue","16.9.769.5709",0,1,-1,1,0,1,0,1,-1,0,1,-1,0,1,-1
"NA1_5548335757_BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw","NA1_5548335757","BuQerXTF5J8PfS6QbPWKbpct97VT6Z_69_a0qCJD5vwucEBrMbgb7IttuZxcmGrnyCucMk9_E9diNw",0,"Yunara","BOTTOM","red","16.8.766.8562",0,1,-1,1,0,1,0,1,-1,0,1,-1,0,1,-1
"NA1_5551019618_WGNOVDuEIIT5Q9DcMXS0UhfGZdW7sNhpH9PKrBJdwZnHry5txstRlooEOLYKZdMtr0hmzivbVoQ9PA","NA1_5551019618","WGNOVDuEIIT5Q9DcMXS0UhfGZdW7sNhpH9PKrBJdwZnHry5txstRlooEOLYKZdMtr0hmzivbVoQ9PA",1,"Anivia","MIDDLE","red","16.9.772.1032",0,1,-1,1,0,1,0,1,-1,1,0,1,1,0,1
